span,type,count
实施财务过程监控,S,1
资金、外汇管理,S,1
会计事务所工作经验,S,1
销售核对,S,1
入账,S,1
清账,S,1
外汇收付核销,S,1
信用保险业务,S,1
费用核算,S,1
税务计算,S,1
申报处理,S,1
采购业务核对,S,1
资产入账,S,1
转移,S,1
日常收付,S,1
现金、票据流转管理,S,1
货币资金业务,S,1
银行授信启用操作,S,1
空白票据、有价证券和授权的印鉴管理,S,1
喷涂,S,1
电镀,S,1
产品结构设计,S,1
外形设计,S,1
汽车内饰功能件、汽车连接器设计,S,1
日系内饰设计工作经验,S,1
物流工作经验,S,1
汽车经营租赁业务,S,1
开拓境内外汽车主机厂、经销商及出口商等渠道,S,1
汽车租赁业务市场拓展,S,1
项目实施的各阶段工作,S,1
业务挖掘,S,1
项目尽调,S,1
租后跟进,S,1
汽车租赁,S,1
汽车出口工作经验,S,1
业务挖掘能力,S,1
监督销售流程,S,1
国际运输方案,S,1
协调铁路、船公司、客户提供相关单据,S,1
铁路、海运操作,S,1
基本功扎实,S,1
规划制定,S,1
完整性,S,1
处理发票/费用,S,1
安排付款,S,1
熟悉细节,S,1
处理高要求和波动的工作量,S,1
分析检测工作,S,1
检测管理,S,1
评价下属工作,S,1
管理体系建立,S,1
核算工作,S,1
文创品的开发工作,S,1
管理机制,S,1
pos,S,1
收银系统,S,1
预算审核,S,1
决算审核,S,1
利润分析,S,1
供应商资源开拓,S,1
驱动电机开发,S,1
逆变器开发,S,1
齿轮开发,S,1
减速器开发,S,1
DVP测试,S,1
DVP分析,S,1
NVH测试,S,1
NVH分析,S,1
竞品调查分析,S,1
成本方案,S,1
VA/VE活动,S,1
产品设计要求反馈,S,1
ET样件生产规划,S,1
PT样件生产规划,S,1
装车对应,S,1
产品设计变更管理,S,1
技术规范监控,S,1
技术资料编制,S,1
技术资料管理,S,1
DV验证计划编制,S,1
PV验证计划编制,S,1
验证结果跟进,S,1
业务统括,S,1
成本汇总,S,1
成本低减活动企划,S,1
成本低减活动跟进,S,1
体制建立,S,1
体制改善,S,1
原价管理,S,1
货款支付,S,1
调查发行,S,1
调查回收,S,1
供应商发注,S,1
材料成本数据库建立,S,1
材料成本数据库维护,S,1
周例会,S,1
工装,S,1
外协件,S,1
模具数据评审,S,1
过程问题整改跟踪,S,1
CCC,S,1
E-mark认证,S,1
试验过程,S,1
灯具试验不合格项,S,1
推进整改,S,1
泰语笔口译翻译,S,1
口译活动,S,1
电子存档,S,1
主持相关活动、会议,S,1
开发验证硬件环境,S,1
FPGA设计,S,1
开发自动化软件,S,1
C#开发,S,1
分析验证数据,S,1
评估芯片参数是否符合设计参数要求,S,1
书写各参数测试方法文档,S,1
实验室管理,S,1
英文产品描述,S,1
英文市场软文,S,1
宣传公司品牌及产品,S,1
优化公司的SNS营销推广,S,1
推广策划方案,S,1
商务邮件或往来信函,S,1
BOM的建立,S,1
图纸发放,S,1
ECN更改,S,1
邮件的处理,S,1
创意策划能力,S,1
创意方案的策划与执行,S,1
市场分析和洞察能力,S,1
维护和管理在海外的IT基础设施,S,1
BPM,S,1
ISP,S,1
故障诊断,S,1
IT培训,S,1
用户指导,S,1
Hana,S,1
oracle ebs,S,1
收集需求,S,1
确定项目范围,S,1
制定变更管理流程,S,1
评估变更范围,S,1
工期,S,1
建立报告沟通策略,S,1
项目交付,S,1
管理项目范围和变更,S,1
项目交付质量及验收关闭,S,1
项目交付经验总结,S,1
组织项目的规划、计划、实施、监控,S,1
传递厂内,S,1
排查订单交付风险,S,1
回复沟通交付计划,S,1
保障交付计划达成,S,1
处理交付异常,S,1
接收整理客户预测,S,1
预判客户需求,S,1
资源和排产规划及调整,S,1
组织主导两会召开,S,1
输出MPS,S,1
录入MRP系统,S,1
备料和排产,S,1
沟通交付计划,S,1
输出发货计划,S,1
整理出货资料&报关资料&进口资料,S,1
GTK内部系统,S,1
客户系统操作,S,1
监控交付达成,S,1
拆解成品库存及DOS目标,S,1
监控各项目达成情况,S,1
对账开立发票,S,1
提供客户端立账依据,S,1
保障应收账款回收,S,1
系统核销,S,1
逾期账款提前预警处理,S,1
更新SBU销售预测滚测,S,1
保障销售收入达成,S,1
滚测未来3个月现金流收入滚测,S,1
保障滚测达成,S,1
西语国家留学,S,1
树立品牌价值,S,1
促进产品持续优化,S,1
价格优化,S,1
紧急采购,S,1
协调物料及时到货,S,1
优化供应商,S,1
建立稳定的采购渠道,S,1
寻找充足的货源,S,1
分析数据的能力,S,1
跟进沟通协调,S,1
跟进货款回笼,S,1
分析物料库存,S,1
统计工具和方法,S,1
生产性提高,S,1
品质保证,S,1
市场拓展规划,S,1
巡视市场,S,1
年度销售目标计划,S,1
监控回款,S,1
回款风险把控,S,1
制定材料国际营销部各项销售预算费用,S,1
销售方案审核,S,1
费用率控制,S,1
教学教研工作,S,1
互动的授课方式,S,1
讲课技巧,S,1
教学的能力,S,1
调动课堂气氛,S,1
捕捉学生心理,S,1
个性化的教学方案,S,1
课程辅导,S,1
作业,S,1
考卷批改,S,1
学术会议,S,1
教师培训,S,1
教研会议,S,1
家长会,S,1
教职工大会,S,1
课程介绍,S,1
月度目标的达成监控,S,1
滚动月度预算,S,1
生产力项目的月度监控,S,1
滚动预算,S,1
新产品上线的成本评估,S,1
月度报表分析,S,1
数据及报表,S,1
财务管控团队的管理工作,S,1
墨西哥财务流程的梳理,S,1
持续完善,S,1
成控工作经验,S,1
管理团队经验,S,1
大客户落地计划,S,1
应收账款及时回收,S,1
市场开发成功经验,S,1
交互口译,S,1
制定出差计划,S,1
会议记录整理,S,1
行政人事相关工作,S,1
前台接待,S,1
商品上架,S,1
店铺推广,S,1
物流配送,S,1
制定有效的店铺推广策略,S,1
自然搜索,S,1
商品包装,S,1
填写运单,S,1
跟进物流信息,S,1
退换货处理,S,1
退款处理,S,1
分析店铺和产品的销售数据,S,1
项目开发任务,S,1
R&D设计,S,1
office电脑软件（Excel、Project等）,S,1
保密要求,S,1
产品开发基本文档编写,S,1
产品基本功能策略设计定义文档编写,S,1
核心分析类文档编写,S,1
整车调试标定,S,1
工业园总平面布局的规划设计,S,1
布局策划,S,1
规划设计工业园区内进出口位置、人行及货运物流路线,S,1
工业园建设效果的整体呈现,S,1
制作简易模型,S,1
出具效果图,S,1
考察相关的地块情况,S,1
先进性理念、方法的研究和应用,S,1
Sketchup,S,1
3DMax,S,1
Revit,S,1
MAYA,S,1
V-ray,S,1
Lumion,S,1
Enscape,S,1
模型制作及渲染软件,S,1
输出简易模型及效果图,S,1
汇报总平面布局方案,S,1
开拓与发展业务,S,1
问题点的跟踪和协调,S,1
项目会议组织,S,1
会议纪要、会议决议落实进度跟踪,S,1
项目数据收集汇总,S,1
制作和统计各类项目相关报告报表,S,1
捕捉项目风险意识,S,1
协调资源满足项目需求,S,1
解读车厂原始需求,S,1
软/硬件需求分析,S,1
更新迭代,S,1
修改和改进,S,1
需求的澄清,S,1
韩国市场的开发与维护,S,1
制定区域销售拓展计划,S,1
策划并监督业务销售活动,S,1
新客户开发及老客户维护,S,1
回复客户需求,S,1
制定计划及执行方案并实施,S,1
客户来访接待事宜,S,1
会议总结,S,1
拜访客人,S,1
展后总结,S,1
样品的确认,S,1
开发跟进客户,S,1
市场营销活动的策划与执行,S,1
制定并实施市场营销计划,S,1
线上和线下渠道推广活动的策划、执行和监督,S,1
线上和线下渠道推广活动的策划、执行,S,1
品牌形象的建设和维护,S,1
营销活动的策划与执行,S,1
线上和线下渠道的合作和维护,S,1
品牌相关文档的撰写和维护,S,1
数据分析和报告撰写,S,1
市场营销策划和执行能力,S,1
渠道合作和维护能力,S,1
学习公司业务和流程,S,1
制定并遵循个人发展计划,S,1
分享自己的学习成果和经验,S,1
韩国/日本/欧美相关原料、设备、配件等资源开发,S,1
设备配件、原辅材料等重要受限资源供应商开发,S,1
导入及推广,S,1
人员招聘、面试及翻译,S,1
人员接待、招聘、面试、薪酬谈判、入职安排,S,1
制定项目成本、质量要求、进度计划等目标及计划,S,1
监控项目,S,1
推动项目进展,S,1
识别并推动项目风险规避及问题闭环,S,1
协调拉通内部及外部资源,S,1
监控落实项目研发设计、物料齐料、生产装配、调试及FAT全过程进度,S,1
监控执行至收尾/出货,S,1
组织项目会议,S,1
推进解决项目问题,S,1
输出项目报告及相关要求资料,S,1
管理项目进度、成本和质量,S,1
项目过程管控及过程跟踪,S,1
无刷电机设计,S,1
设计咨询,S,1
产品结构设计经验,S,1
负责客服提交的关联工单的审核、监控工作,S,1
处理经验,S,1
组织进行国外展会,S,1
调查、分析,S,1
外销相关工作经验,S,1
产品设计方案在各阶段的设计品质验证,S,1
产品设计品质缺陷改善进度的跟进,S,1
测试报告的输出,S,1
可靠性测试失效性分析,S,1
产品品质标准的判定,S,1
产品ECR/ECN变更的内容的验证,S,1
承认书确认,S,1
报告资料对应,S,1
完善公司招聘流程体系,S,1
校园招聘工作的规划,S,1
制定人才选聘计划,S,1
引进策略,S,1
行业人才mapping的梳理,S,1
人才库的建立,S,1
渠道经销商的开发,S,1
海外项目投标报价,S,1
员工绩效考核制度的制定,S,1
可行性研究,S,1
行业研究报告,S,1
投资退出,S,1
新技能,S,1
患者信息登记,S,1
评估患者的视力状况,S,1
眼科检查,S,1
视力测试,S,1
眼压测量,S,1
眼部护理操作,S,1
滴眼液,S,1
眼部清洁,S,1
解释检查结果,S,1
术后护理指导,S,1
医疗记录,S,1
医疗文档,S,1
急救措施,S,1
医疗设备,S,1
眼科护理经验,S,1
操作方法,S,1
产品注册资料,S,1
再注册资料,S,1
出口产品注册资料,S,1
内容更新,S,1
外来文件,S,1
文件本地化,S,1
药品追溯码,S,1
包材沟通,S,1
抽检,S,1
送样,S,1
产品清单,S,1
QA,S,1
产品化,S,1
工艺质量问题的分析和处理,S,1
实施产品的生产化,S,1
制程能力进行分析与改进,S,1
主持编制公司范围的工艺技术创新发展规划,S,1
组织工艺技术攻关,S,1
组织项目部署和实施,S,1
协调工艺技术资源分配,S,1
指导处理工艺革新过程中出现的工艺技术问题,S,1
推动成熟化应用,S,1
负责工艺技术团队建设,S,1
招聘和培训工艺技术核心和骨干人员,S,1
参与公司范围工艺经理和核心技术人员的考核,S,1
组织公司范围的工艺技术标准化和规范化工作,S,1
组织开展与其他外部研究机构、企业等进行合作和交流,S,1
推进工艺技术成果引进和转化,S,1
领导工艺变革,S,1
有效质量管理,S,1
统筹多产品线工艺路线制定,S,1
编制泰国市场市场的销售计划,S,1
协助区域总监做好泰国市场的客户的建立及升级管理工作,S,1
进行工作赋能,S,1
对本市场状况进行一次分析总结,S,1
提出政策方案,S,1
对下周市场状况进行分析预测,S,1
对本市场客户进行合理分配,S,1
上交区域内的月报、季度报告，产品报告,S,1
生产相关数据收集,S,1
部门内数据及档案文件等管理更新,S,1
包材，劳保用品盘点采购,S,1
依据生产计划，协调设备，人力，物料等资源,S,1
RFI/RFQ评估,S,1
规划项目时程,S,1
主导新品阶段厂内设计变更导入,S,1
客户端变更导入,S,1
制定所辖海外区域发展策略,S,1
销售模式,S,1
客户策略,S,1
合作模式确定,S,1
老客户关系维系,S,1
意向信息跟进,S,1
ISO9001维护,S,1
质量管理制度的制定,S,1
质量管理活动执行,S,1
监督指导各项质量检验工作,S,1
处理质量异常,S,1
协助处理顾客投诉与退货调查,S,1
拟定改善措施,S,1
质量管理信息的收集,S,1
质量成本的分析,S,1
控制工作,S,1
组织不合格品的控制,S,1
制定不合格品的预防与纠正措施,S,1
督导执行,S,1
监督、检查质量记录,S,1
组织分析管理数据,S,1
质量基础培训,S,1
检验工作要点培训,S,1
体系系统的推动,S,1
质量管理相关工作经验,S,1
体系建设相关经验,S,1
国际业务操作,S,1
BMS开发经验,S,1
硬件开发工具Cadence,S,1
电气、电子器件的选型能力,S,1
继电器、熔断器和分流器选型经验,S,1
开发设计工作,S,1
原理图,S,1
PCB 设计,S,1
编写开发过程中的技术文档,S,1
解决设计和生产中设计问题,S,1
车载嵌入式软件开发,S,1
系统软件的代码设计,S,1
硬件和软件的集成调试,S,1
用户交互设计开发,S,1
跟踪调试,S,1
优化嵌入式软件,S,1
沟通制定讲解方案,S,1
讲解词的撰写,S,1
优化讲解服务,S,1
英语讲解,S,1
搭建大区的销售体系,S,1
监控客户汇款,S,1
竟品调研,S,1
电气能源管理,S,1
UT设备管理,S,1
CAE分析能力,S,1
品质确保活动策划,S,1
监查运营,S,1
项目定位理解,S,1
品质目标设定,S,1
重点品质确保事项策定,S,1
编制发行,S,1
过程进展监查,S,1
车辆评价活动,S,1
对应指摘问题点,S,1
推进落实,S,1
再发防止,S,1
图纸、零件、车辆端的品质风险排查,S,1
风险隐患的未然防止,S,1
运营品质主题的新车型大日程综合会议,S,1
体验品质工作,S,1
一般操作方法,S,1
风电、储能相关国际上流行的设计软件,S,1
光伏、风电、储能业务设计经验,S,1
编译能力,S,1
工作汇报,S,1
整理翻译资料,S,1
对接客户经验,S,1
机械制作件检验,S,1
标准品检查,S,1
开拓环保机械和回收的国际市场,S,1
收集子公司现金流报表,S,1
汇总合并,S,1
调整店铺运营动作,S,1
后台操作熟练,S,1
设备异常和制程问题解决,S,1
新技术、新材料验证,S,1
判定供应商技术能力,S,1
考评外协外购供应商,S,1
改善产品设计,S,1
再现问题,S,1
验证对策,S,1
产品设计构想,S,1
产品技术方案,S,1
工程可行性分析,S,1
绘制和改进零部件的工程图,S,1
产品数据发放,S,1
车身零件材料系统申报,S,1
解决相关设计质量问题,S,1
工程变更相关工作,S,1
PSW更新,S,1
零件的降本相关工作,S,1
国家法规验收及申报工作,S,1
解决售后市场潜在的设计问题,S,1
经验教训总结,S,1
设计指导书,S,1
产品规范要求,S,1
工程检查清单,S,1
改款研发工作,S,1
重症病人的护理和抢救,S,1
基础护理,S,1
一般专科护理,S,1
冷冲压模具结构或工艺设计,S,1
解决模具调试问题,S,1
制定产品工艺及排样,S,1
评审工艺及结构,S,1
模具进度跟踪,S,1
辊压,S,1
铆接,S,1
弯管,S,1
涂胶,S,1
汽车冲压模具设计,S,1
后勤服务,S,1
外贸函电的处理,S,1
熟悉产品,S,1
失效品分析实验,S,1
海外客户质量管理,S,1
任用,S,1
人事招聘,S,1
人才引进,S,1
内部调动,S,1
后勤保障工作,S,1
人力资源招聘的实务操作经验,S,1
确认回复,S,1
产品规格评审,S,1
产品系统架构设计评审,S,1
产品技术评审,S,1
产品设计方案跨领域评审,S,1
招聘工具和平台,S,1
智联招聘,S,1
前程无忧,S,1
招聘能力,S,1
制定招聘策略和计划,S,1
招聘信息的收集、发布和宣传,S,1
招聘活动的策划和执行,S,1
接收和审核应聘者的简历和应聘材料,S,1
薪资待遇的谈判和签约,S,1
员工档案管理的更新和维护,S,1
招聘工作的跟踪和监控,S,1
开发及维护,S,1
销售团队管理经验,S,1
销售团队管理能力,S,1
商务运作能力,S,1
自有产品销售渠道建立,S,1
建立各种销售模式下的业务管控机制及流程,S,1
团队培养训练体系,S,1
软件产品、系统集成等信息化业务的开拓及管理,S,1
组织实施销售方案,S,1
管控项目进程,S,1
管控销售费用,S,1
销售管理体系搭建优化,S,1
管理项目实施团队,S,1
持续优化建议方案,S,1
法语同声传译,S,1
数据库SQL语言,S,1
营销目标的达成,S,1
分解部门销售目标,S,1
协助维护大客户关系,S,1
审核部门新项目开发书,S,1
新客户报备,S,1
产量/台帐的统计,S,1
原材料申购,S,1
数据表单管理,S,1
生产通知单（原料/成品）查询,S,1
原料的发货,S,1
核查机台边的原料是否到位,S,1
生产数据分析,S,1
生产信息收集处理,S,1
原料、辅料的跟催,S,1
office电脑软件,S,1
日常业务对接,S,1
整合政府相关方资源,S,1
申报项目的前期跟踪,S,1
后期验收,S,1
申报工作,S,1
使用各类办公软件,S,1
收集客户的品质要求,S,1
转化为内部的要求,S,1
处理客户质量异常,S,1
推进制程改进,S,1
跟踪产品在客户端的质量表现,S,1
分析市场端客诉案例,S,1
客户评价,S,1
推动退货率和客诉率持续降低,S,1
出货检验,S,1
降低产品质量风险的质量改进,S,1
掌握并运用5Why分析,S,1
SAP或Dynamics产品实施交付项目经验,S,1
开拓独联体市场,S,1
参加国外展览会,S,1
建立客户资源系统,S,1
分析客户需求状态,S,1
制定负责的国家市场营销方案,S,1
外贸业务流程管理,S,1
制定相应的报价方案,S,1
产品质量保证,S,1
交货进度,S,1
处理跟单过程一切事宜,S,1
平台和社媒工具,S,1
宣传公司及产品,S,1
追踪订单,S,1
样品交期,S,1
寄样,S,1
后勤服务工作,S,1
收集、汇总和分析,S,1
跟踪订单回款,S,1
催收客户应收款项,S,1
收集相关市场信息,S,1
陪同参观工厂和验货,S,1
制订本区域销售目标,S,1
传译,S,1
行程管理,S,1
问题排查,S,1
寻找合适的供应商,S,1
采购合同的管理,S,1
采购结果的汇报,S,1
开发和优化前端应用,S,1
客户端数据呈现,S,1
数据录入功能,S,1
数据Portal,S,1
数据Hub,S,1
Python语言,S,1
开发和维护前端应用,S,1
连接,S,1
优化数据传输,S,1
处理过程,S,1
设计和实现数据呈现功能,S,1
数据可视化,S,1
开发数据录入功能,S,1
输入,S,1
管理数据,S,1
集成,S,1
解决前端应用中出现的技术问题,S,1
改进用户体验,S,1
架构讨论,S,1
SQL语言能力,S,1
中间件连接数据库的经验,S,1
制定PDK的开发方案和计划,S,1
DRC/LVS/PEX规则文件,S,1
项目成本预算的编制,S,1
标书进行审核和修改,S,1
标书进行最后的润色,S,1
验证开发,S,1
产品应用与设计,S,1
零件试验大纲的编制,S,1
BOM / 3D / 2D设计,S,1
发布工作,S,1
强度计算,S,1
有限元分析,S,1
设计标准制定,S,1
变更评审,S,1
协调海外对应的设计工程支持,S,1
完善零件特征清单,S,1
开发国内供应商,S,1
跟踪和解决相关技术问题,S,1
产品改进改善,S,1
"2D/3D软件（Pro/E, Catia）",S,1
有限元分析软件,S,1
定义并商定业务需求的优先级,S,1
市场经营工作,S,1
8D报告(或五原则)做成经验,S,1
主导所担当车种新产品品熟工作的推进,S,1
生产准备监查,S,1
问题点的对策,S,1
有效性的跟踪,S,1
效果确认,S,1
监查对应,S,1
事前社内点检推进,S,1
社内工程监查活动,S,1
对策内容进行有效性跟踪,S,1
社内工程变更申请的评价,S,1
工变申请,S,1
跟进客户评价进度,S,1
来料检查,S,1
生产过程中所发现的部品质量问题,S,1
出荷检查过程中所发现的完成品质量问题,S,1
客户要求资料的提交,S,1
客户依赖的品质改善活动的开展,S,1
项目节点管控,S,1
项目按时交付,S,1
项目顺利验收,S,1
完善推进项目管理流程,S,1
提升业绩,S,1
销售收入,S,1
跟踪市场变化,S,1
优化的国际物流/货运代理/国内外门到门综合物流解决方案,S,1
协助并提供增值服务,S,1
drug safety management issues,S,1
Coordinates development of the project plan documents,S,1
Contributes to business development efforts,S,1
Participates in initiatives,S,1
Provides technical guidance,S,1
开发项目管理,S,1
对接客户需求,S,1
确定各部门项目成员,S,1
组织建立开发小组,S,1
制定及追踪主日程表,S,1
掌控产品开发进度,S,1
产品开发流程,S,1
新产品开发质量,S,1
协调跟催各相关部门准时输出所有流程规定相关结果,S,1
各阶段资料收集,S,1
召集开发相关会议,S,1
会议前的准备工作,S,1
对接海外分公司的业务沟通,S,1
分公司反馈问题协调沟通,S,1
海外市场业务拓展,S,1
渗透分公司的业务开展情况,S,1
及时发现和反馈异常情况的汇报,S,1
提出整改和解决处理方案,S,1
广告,S,1
跟踪发样、测评、反馈等一系列销售过程,S,1
听力能力,S,1
制定自身的销售目标与策略,S,1
IGBT市场信息的收集与分析,S,1
分析IGBT产品市场发展动态、销售动态,S,1
了解客户动向,S,1
竞标的策划与实施,S,1
拟定产品合意结算价格,S,1
客户档案的整理，更新，保管,S,1
客户投诉及售后服务,S,1
转销品管理,S,1
退货,S,1
开票结算,S,1
销售应收帐款的回笼与催收,S,1
产能调查,S,1
稳链保供调查,S,1
货款对账,S,1
把握市场动态、市场方向,S,1
口语读写能力,S,1
制定所负责区域内业务的销售策略,S,1
组建区域内的销售团队,S,1
培养销售人员的发展及成长,S,1
策划与实施,S,1
销售管理经历,S,1
翻译沟通协调,S,1
中英文写作功底,S,1
英汉互译能力,S,1
写作经验,S,1
FM,S,1
写作/排版工具,S,1
式样跟进,S,1
式样讲解,S,1
讨论工作,S,1
项目内部验收,S,1
JAVA项目,S,1
项目小组组长,S,1
业务梳理,S,1
上流式样书编写经验,S,1
沟通业务,S,1
投诉和问题,S,1
跟进问题解决进度,S,1
跟踪问题解决进度,S,1
产品品质控制会议,S,1
质量和效果进行评估,S,1
分析和统计,S,1
售后服务经验,S,1
office 软件,S,1
GTM的设置及跟踪落地,S,1
协助销售团队进行产品销售,S,1
外贸业务的策划和实施,S,1
三单匹配审核,S,1
录入ERP,S,1
追踪和清理发票,S,1
确认收入,S,1
复核报销单据,S,1
职工薪酬核算,S,1
机票供应商对账,S,1
制单,S,1
会计科目对账,S,1
协调索赔,S,1
跟踪款项收回,S,1
编制成本报表,S,1
存货管理,S,1
标准成本制定,S,1
开拓市场客户资源,S,1
制定策略,S,1
推动团队完成销售任务,S,1
提供市场反馈,S,1
独立处理任务,S,1
解决任务,S,1
实施项目,S,1
诊断问题,S,1
完成项目分配任务,S,1
优化作业流程,S,1
提供改善计划,S,1
落实改善计划,S,1
项目技术管理,S,1
需求跟进,S,1
客户订单,S,1
制定战略,S,1
把握市场动态,S,1
预算目标,S,1
制定供货及产品开发策略,S,1
获取客户订单,S,1
采取措施应对市场变化,S,1
做出需求预测,S,1
控制库存及零部件备货,S,1
跟踪订单发货数量,S,1
收回应收账款,S,1
寻求业务机会,S,1
搭建新项目中客户与公司的桥梁,S,1
协助项目经理完成技术协议的签订,S,1
制定并跟踪项目进度,S,1
询报价,S,1
处理客户抱怨,S,1
质量投诉,S,1
处理客户售后需求,S,1
汽车零部件行业销售类工作,S,1
独立分析及解决问题,S,1
海外安防、视频监控类工作经验,S,1
完成海外市场销售目标和市场目标,S,1
扬声器（手机、耳机、笔记本等）的结构设计开发,S,1
评估产品的性能表现与出货风险,S,1
提前识别并解决影响MP声学良率的问题点,S,1
相关声学检测,S,1
总结归纳各阶段的lesson learn,S,1
快速排查根因与处理的能力,S,1
精通声学数据分析,S,1
工艺流程的跟进,S,1
生产计划衔接,S,1
客户联络信息台账,S,1
水果客户业务管理经验,S,1
对接Display客户经验,S,1
海外大客户项目管理经验,S,1
推动项目组的项目顺利开发,S,1
结果达成,S,1
技术报告,S,1
流程文档编写,S,1
标准化输出,S,1
LED大屏产品海外新客户开拓,S,1
出差了解所辖区域销售策略,S,1
对接客户日常沟通,S,1
订单接单,S,1
生产发货收款售后,S,1
新产品导入准备,S,1
落实生产计划,S,1
执行推进全员参与的品质管理,S,1
激励机制,S,1
监督各工序岗位质量,S,1
执行产品精选,S,1
追踪各车间安全培训,S,1
虚惊事故统计,S,1
现场目视化管理,S,1
主持对本车间主任及员工的培训与教育,S,1
提高下属及员工技能,S,1
管理好本车间使用设备,S,1
构建制造中心体系流程框架,S,1
指导编制符合本土车厂体系文件,S,1
统筹本土客户的体系审核,S,1
识别体系优化需求,S,1
组织开展流程优化和改善,S,1
本土车厂标准体系人才培养,S,1
阅读和理解英文资料,S,1
客户沟通,S,1
推动项目的实施,S,1
从事公司海外市场细分行业的业务开发工作,S,1
达成行业开发相关指标,S,1
寻找业务机会,S,1
积极开发战略大客户与项目,S,1
构建与完善细分行业的开发策略与方案,S,1
深入挖掘客户需求,S,1
改进、优化行业内解决方案,S,1
增加客户的粘性,S,1
负责电极/组装/化成段日常生产工作,S,1
向后改善对策梳理,S,1
及时发现产线问题,S,1
配合工艺处理,S,1
负责接收客诉信息,S,1
协调社内相关部门进行改善,S,1
向客户反馈对策,S,1
负责客户审核与访问对应,S,1
提前组织相关部门自查与整改,S,1
准备应审事项,S,1
负责客户审核问题点整改事项的跟进与确认,S,1
负责客户端不良数据的系统性分析及总结,S,1
输出报告,S,1
负责流出不良品的管理,S,1
拦截、选别及台账管理,S,1
负责跟踪本社不良品分析进度,S,1
及时反馈相关信息,S,1
资金日报制作,S,1
银行账户余额核对,S,1
付款资料整理,S,1
供应商账户信息审核,S,1
电话核实,S,1
财务系统录入,S,1
标准文书制作,S,1
生产过程中的问题进行分析改善,S,1
收率,S,1
新产品或新物料的导入验证业务,S,1
品质异常、工艺能力提升的改善活动,S,1
革新活动,S,1
生产效率,S,1
行政管理规章制度的更新,S,1
检查制度的贯彻执行,S,1
食堂及超市安全、卫生、问题改善、菜品更新、费用管理,S,1
保洁用品及卫生间相关物品采购、领用、库存管理,S,1
公司车辆、班车、场内公共车辆运营管理,S,1
工作服管理,S,1
无尘服清洗业务,S,1
制定措施、分析及跟踪实施改善方案,S,1
现场人员培训,S,1
市场需求客户,S,1
行销网络,S,1
公司品牌形象,S,1
公司品牌知名度和美誉度,S,1
客户开拓任务,S,1
起草销售合同,S,1
合同执行各个环节,S,1
售前、中、后服务,S,1
收汇和货款回笼,S,1
财务风险,S,1
谈判签单,S,1
进度、质量、成本的控制,S,1
跟踪和控制项目的整体进度,S,1
安排和协调项目问题的解决,S,1
信息协调,S,1
项目状态评审会议,S,1
管理项目的开发费用,S,1
控制项目开发成本,S,1
销售服务工作,S,1
出口报关工作,S,1
进口清关工作,S,1
制定海外市场策略,S,1
海外推广计划,S,1
PMP持证,S,1
制定项目成本、质量要求、进度等计划,S,1
海外销售拓展,S,1
异常事件处理,S,1
生产指令（排产单）的编制,S,1
出货安排与工厂的协调沟通,S,1
生产数据的统计与分析,S,1
生产，验货，出货计划编制汇总,S,1
各单位生产计划执行情况的跟进与落实,S,1
维护公司老客户,S,1
不断挖掘客户的产品需求,S,1
开拓巴西市场,S,1
参加国际消费电子产品展,S,1
开拓客户资源,S,1
对接客户开发新案子,S,1
跟进及把握项目进度,S,1
售前、售中问题解答,S,1
回复客户的咨询,S,1
解答关于产品特性、订单信息、物流状态等问题,S,1
跟踪处理客户投诉和问题,S,1
及时提供解决方案,S,1
识别问题类型并准确分类,S,1
及时反馈客户意见和问题,S,1
账户绩效维护,S,1
识别客户需求,S,1
有效解决方案,S,1
寻找潜在客户的能力,S,1
改进公司财务管理程序和政策,S,1
财务过程监控,S,1
资金,S,1
外汇管理,S,1
维护行业大客户关系,S,1
甄选活动,S,1
赋能活动,S,1
专利策划,S,1
论证技术方案的可行性,S,1
样件性能检验,S,1
确认整改方案,S,1
设计基准文件,S,1
中文泰语听、读、说、写双向翻译,S,1
泰文资料,S,1
翻译后的校对,S,1
启停操作前的检查操作,S,1
巡回检查,S,1
交接班,S,1
试验轮换工作,S,1
缺陷管理,S,1
投运,S,1
停役定期试验,S,1
轮换操作,S,1
隔离,S,1
维护老客户资源,S,1
新签订,S,1
续订,S,1
掌控业务进行的全过程,S,1
API 的设计,S,1
后端开发经验,S,1
会议资料的翻译,S,1
电气仪表工程施工经验,S,1
设计项目经验,S,1
商务BD经验,S,1
翻译各种商业文件,S,1
项目信息传递,S,1
会计处理工作,S,1
外部审计工作,S,1
账号运营管理,S,1
写文案,S,1
设计主图,S,1
操作后台,S,1
提高销量的方法和技巧,S,1
技术运维,S,1
设备安装调适,S,1
项目实施交付,S,1
电商平台工具,S,1
生产通知单制作,S,1
订单生产进度,S,1
包装方法确认,S,1
辅料到货,S,1
验厂,S,1
销售对账,S,1
结账开票,S,1
公司产品业务开发,S,1
确保项目任务如期如质完成,S,1
跟踪并推动项目进度,S,1
控制并处理项目进行过程中出现的问题及风险,S,1
确保如期交付符合客户需要的文件,S,1
保证翻译任务按时保质完成,S,1
对项目存在的问题要形成问题清单并及时解决反馈相关部门,S,1
对项目成本进行控制,S,1
对项目质量进行监控,S,1
笔译相关经验,S,1
独立带过项目,S,1
了解他们的业务目标、挑战和可持续发展需求,S,1
发现和分析客户业务可持续发展的动机和机会,S,1
提供相应的解决方案和建议,S,1
研究客户的业务模式和可持续发展目标,S,1
